string,file,line,needs_review,notes,reason,suggested_replacement
"debug with Claude",src/ui/tui/screens/ActivationOptionsScreen.tsx,81,true,Exposes the underlying LLM provider name,The wizard's LLM provider is an implementation detail. Naming Claude ties branding to a specific vendor and may confuse users who don't know what Claude is.,debug with AI
"I'm blocked",src/ui/tui/screens/ActivationOptionsScreen.tsx,81,true,Hint says 'debug with Claude' — exposes LLM provider name in user-facing text,Same issue — the hint text on this menu item names Claude explicitly. Should be provider-agnostic since the proxy could change.,"I'm blocked" (keep label; change hint to 'get help debugging')
"Claude/Anthropic services are experiencing issues.",src/ui/tui/screens/OutageScreen.tsx,32,true,Exposes LLM provider name (Claude/Anthropic) to users,Names the specific LLM vendor. Users shouldn't need to know which AI provider powers the wizard. Also creates a branding dependency on a third party.,AI services are experiencing issues.
"Your project's .claude/settings.json sets:",src/ui/tui/screens/SettingsOverrideScreen.tsx,53,true,References '.claude/settings.json' — leaks internal agent tooling detail to user,Exposes the internal Claude Agent SDK config path. Most users won't know what .claude/settings.json is. If the underlying agent SDK changes this string becomes stale.,"A local configuration file is overriding the wizard's network settings."
"Unify your data with Amplitude Activation",src/ui/tui/screens/RunScreen.tsx,117,true,Verify 'Amplitude Activation' is a current product name — may be deprecated or renamed,'Amplitude Activation' is not a well-known standalone product name on amplitude.com. The data routing product is typically 'Amplitude Data' or 'Amplitude CDP'. Using an incorrect product name misleads users.,Remove this tip entirely or replace with a verified product name from amplitude.com/products
"Collect, clean, and route data to every tool in your stack. One SDK, one source of truth, zero data silos.",src/ui/tui/screens/RunScreen.tsx,119,true,Description depends on 'Amplitude Activation' being a real current product,Paired with the unverified product name above — if the product name is wrong the description is also misleading.,Remove or rewrite to match whatever the verified product name is
"Extend your agents with the Skills Marketplace",src/ui/tui/screens/RunScreen.tsx,137,true,Verify 'Skills Marketplace' is a shipped/public Amplitude product name,No public 'Skills Marketplace' product exists on amplitude.com as of this audit. Advertising an unshipped or internal-only feature to external users is misleading.,Remove this tip entirely until the product is publicly launched
"Browse and install pre-built skills that teach your agents new tricks — from anomaly detection to automated reporting. Build once, share across your org.",src/ui/tui/screens/RunScreen.tsx,139,true,Description depends on Skills Marketplace being a real shipped product,Same as above — describes a product users cannot access.,Remove alongside the Skills Marketplace tip
"Meet your always-on analytics agent",src/ui/tui/screens/RunScreen.tsx,143,true,Verify this is a real shipped Amplitude product/feature,No publicly documented 'always-on analytics agent' product exists. This reads like aspirational marketing copy rather than a real feature users can try today.,Remove this tip or replace with a link to a verifiable shipped feature
"Ask questions in Amplitude or in Slack and get instant answers backed by your data. One agent that works wherever your team already lives.",src/ui/tui/screens/RunScreen.tsx,145,true,Verify agent-in-Slack is a real shipped feature,Amplitude has Slack notifications but a persistent 'agent' that answers questions in Slack is not a documented GA feature. Claiming it exists misleads users.,Remove or rewrite to describe actual Slack integration capabilities (notifications and chart sharing)
"Amplitude can also help you track your LLM costs",src/ui/tui/screens/RunScreen.tsx,165,true,Verify LLM cost tracking is a real shipped Amplitude feature,LLM cost tracking is gated behind a feature flag (FLAG_LLM_ANALYTICS) and may not be GA. Presenting a flag-gated beta feature as a general capability could confuse users if the flag is off.,Reword to 'Amplitude can help you track LLM usage' or gate this tip behind the same feature flag
"From zero to first tracked event in 5 minutes.",src/ui/tui/screens/IntroScreen.tsx,85,true,Time claim may be inaccurate depending on project complexity,Unverifiable promise — complex projects (Django/Android/Unity) routinely exceed 5 minutes. Sets incorrect expectations.,"From zero to first tracked event, fast."
"Go to Settings > Personal Settings > Profile and click ""Connect to Slack"".",src/ui/tui/screens/SlackScreen.tsx,186,true,Verify this navigation path is still accurate in current Amplitude UI,Amplitude's settings UI may have reorganized since this was written. If the path is wrong users will be stuck on a screen telling them to click something that doesn't exist.,"Verify path in production Amplitude UI. If changed, update to match. If unsure, simplify to 'Follow the instructions in the browser to connect Slack.'"
"/feedback — Send product feedback (event: wizard: feedback submitted)",src/ui/tui/console-commands.ts,19,true,Leaks internal analytics event name to user,The parenthetical '(event: wizard: feedback submitted)' exposes the internal Amplitude event name used for telemetry. Users don't need to see this.,/feedback — Send product feedback
"/test — Run a prompt-skill demo (confirm + choose)",src/ui/tui/console-commands.ts,21,true,Debug/dev command visible to end users — should be hidden or removed,This is a developer-only test command for exercising wizard-tools:confirm and wizard-tools:choose. Exposing it to end users is confusing. It serves no user purpose.,Remove from COMMANDS array entirely (or gate behind --debug flag)
"Send product feedback (Amplitude event: wizard: Feedback Submitted)",bin.ts,937,true,Leaks internal analytics event name in CLI help text,The yargs command description includes the internal tracking event name. This is developer debug info that leaked into user-facing --help output.,Send product feedback
"https://status.claude.com",src/lib/constants.ts,195,true,Claude status page URL exposed to users via OutageScreen,The status page link shown during outages points to status.claude.com which reinforces the Claude vendor leak. Should either be removed or replaced with a generic status page.,Remove or replace with a generic Amplitude status/support URL
"Amplitude Wizard starting up",src/ui/tui/screens/IntroScreen.tsx,72,false,,,,
"Amplitude Wizard",src/ui/tui/screens/IntroScreen.tsx,72,false,,,,
"We'll use AI to analyze your project and integrate Amplitude.",src/ui/tui/screens/IntroScreen.tsx,79,false,,,,
".env* file contents will not leave your machine.",src/ui/tui/screens/IntroScreen.tsx,82,false,,,,
"Detecting project framework...",src/ui/tui/screens/IntroScreen.tsx,93,false,,,,
"(detected)",src/ui/tui/screens/IntroScreen.tsx,126,false,,,,
"[BETA]",src/ui/tui/screens/IntroScreen.tsx,127,false,,,,
"Continue",src/ui/tui/screens/IntroScreen.tsx,134,false,,,,
"Change framework",src/ui/tui/screens/IntroScreen.tsx,135,false,,,,
"Cancel",src/ui/tui/screens/IntroScreen.tsx,136,false,,,,
"Setup cancelled.",src/ui/tui/screens/IntroScreen.tsx,148,false,,,,
"Select your framework",src/ui/tui/screens/IntroScreen.tsx,183,false,,,,
"Amplitude Setup Wizard",src/ui/tui/screens/AuthScreen.tsx,303,false,,,,
"Framework: {session.detectedFrameworkLabel}",src/ui/tui/screens/AuthScreen.tsx,308,false,,,,
"Waiting for authentication...",src/ui/tui/screens/AuthScreen.tsx,316,false,,,,
"If the browser didn't open, copy and paste this URL:",src/ui/tui/screens/AuthScreen.tsx,320,false,,,,
"Select your Amplitude organization:",src/ui/tui/screens/AuthScreen.tsx,331,false,,,,
"Select a workspace in {effectiveOrg.name}:",src/ui/tui/screens/AuthScreen.tsx,349,false,,,,
"Select a project:",src/ui/tui/screens/AuthScreen.tsx,369,false,,,,
"Enter your Amplitude project API Key",src/ui/tui/screens/AuthScreen.tsx,389,false,,,,
"Amplitude → Settings → Projects → [your project] → API Keys",src/ui/tui/screens/AuthScreen.tsx,392,false,,,,
"Paste API key here…",src/ui/tui/screens/AuthScreen.tsx,399,false,,,,
"API key cannot be empty",src/ui/tui/screens/AuthScreen.tsx,274,false,,,,
"API key saved to system keychain",src/ui/tui/screens/AuthScreen.tsx,407,false,,,,
"API key saved to .env.local",src/ui/tui/screens/AuthScreen.tsx,408,false,,,,
"Your API key couldn't be fetched automatically. Only organization admins can access project API keys — if you need one, ask an admin to share it with you.",src/ui/tui/screens/AuthScreen.tsx,232,false,,,,
"Where is your Amplitude organization?",src/ui/tui/screens/RegionSelectScreen.tsx,52,false,,,,
"Switch data-center region",src/ui/tui/screens/RegionSelectScreen.tsx,51,false,,,,
"Current: {region} — pick a new region below",src/ui/tui/screens/RegionSelectScreen.tsx,56,false,,,,
"Press Enter to use US (default), or select EU if your org is on the EU data center.",src/ui/tui/screens/RegionSelectScreen.tsx,59,false,,,,
"United States",src/ui/tui/screens/RegionSelectScreen.tsx,26,false,,,,
"app.amplitude.com · default",src/ui/tui/screens/RegionSelectScreen.tsx,27,false,,,,
"Europe",src/ui/tui/screens/RegionSelectScreen.tsx,31,false,,,,
"app.eu.amplitude.com",src/ui/tui/screens/RegionSelectScreen.tsx,32,false,,,,
"Checking project setup…",src/ui/tui/screens/DataSetupScreen.tsx,110,false,,,,
"Detecting project configuration...",src/ui/tui/screens/SetupScreen.tsx,62,false,,,,
"Project Setup",src/ui/tui/screens/SetupScreen.tsx,84,false,,,,
"Configuring {config.metadata.name} integration",src/ui/tui/screens/SetupScreen.tsx,88,false,,,,
"Your SDK is installed — waiting for events",src/ui/tui/screens/ActivationOptionsScreen.tsx,61,false,,,,
"Your SDK is partially set up — waiting for events",src/ui/tui/screens/ActivationOptionsScreen.tsx,61,false,,,,
"We can see your project is configured but hasn't received many events yet.",src/ui/tui/screens/ActivationOptionsScreen.tsx,67,false,,,,
"What would you like to do?",src/ui/tui/screens/ActivationOptionsScreen.tsx,70,false,,,,
"Help me test locally",src/ui/tui/screens/ActivationOptionsScreen.tsx,78,false,,,,
"run the setup agent",src/ui/tui/screens/ActivationOptionsScreen.tsx,79,false,,,,
"Take me to the docs",src/ui/tui/screens/ActivationOptionsScreen.tsx,82,false,,,,
"I'm done for now",src/ui/tui/screens/ActivationOptionsScreen.tsx,85,false,,,,
"exit and resume later",src/ui/tui/screens/ActivationOptionsScreen.tsx,86,false,,,,
"Come back once your app is deployed and sending events.",src/ui/tui/screens/ActivationOptionsScreen.tsx,52,false,,,,
"Learn about Amplitude",src/ui/tui/screens/RunScreen.tsx,237,false,,,,
"Events are the bedrock of your Amplitude data",src/ui/tui/screens/RunScreen.tsx,71,false,,,,
"As people use your product, events build a picture of their behavior and satisfaction. Good events make great data.",src/ui/tui/screens/RunScreen.tsx,73,false,,,,
"You can also track people and groups with Amplitude",src/ui/tui/screens/RunScreen.tsx,77,false,,,,
"Events can be associated with the humans who generate them, letting you understand a specific customer problem if they email about it.",src/ui/tui/screens/RunScreen.tsx,79,false,,,,
"Get way more detail using properties",src/ui/tui/screens/RunScreen.tsx,82,false,,,,
